data_checker,data_collector,state,statute_id,                 statute_name,estimated_amount,penalty_type,year,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,notes,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
,Abdulsalam Omar Dreza,california,ca_58,cal. pen. code § 171d,$0 - $1000,of crimes against public justice - other offenses against public justice,2011,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_58,cal. pen. code § 171d,$0 - $1000,of crimes against public justice - other offenses against public justice,2011,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_58,cal. pen. code § 171d,$0 - $1000,of crimes against public justice - other offenses against public justice,2023,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_59,cal. pen. code § 171.5( e ),$0 - $1000,of crimes against public justice - other offenses against public justice,2002,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_59,cal. pen. code § 171.5( e ),$0 - $1000,of crimes against public justice - other offenses against public justice,2003,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_59,cal. pen. code § 171.5( e ),$0 - $1000,of crimes against public justice - other offenses against public justice,2005,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_59,cal. pen. code § 171.5( e ),$0 - $1000,of crimes against public justice - other offenses against public justice,2010,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_59,cal. pen. code § 171.5( e ),$0 - $1000,of crimes against public justice - other offenses against public justice,2023,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_60,cal. pen. code § 171.1(d),$0 - $1000,of crimes against public justice - other offenses against public justice,,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_61,cal. pen. code § 172,$100 ,of crimes against public justice - other offenses against public justice,2017,100.0,,,,,False,True,False,False,True,range
,Abdulsalam Omar Dreza,california,ca_62,cal. pen. code § 172b,$100 ,of crimes against public justice - other offenses against public justice,1965,100.0,,,,,False,True,False,False,True,range
,Abdulsalam Omar Dreza,california,ca_63,cal. pen. code § 172d,$100 ,of crimes against public justice - other offenses against public justice,1972,100.0,,,,,False,True,False,False,True,range
,Abdulsalam Omar Dreza,california,ca_64,cal. pen. code § 172g,$100 ,of crimes against public justice - other offenses against public justice,2013,100.0,,,,,False,True,False,False,True,range
,Abdulsalam Omar Dreza,california,ca_65,cal. pen. code § 182,$0 - $10000 When they conspire to do an act described in paragraph (4) ,of crimes against public justice - conspiracy,1989,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_65,cal. pen. code § 182,$0 - $10000 When they conspire to do an act described in paragraph (4) ,of crimes against public justice - conspiracy,2001,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_65,cal. pen. code § 182,$0 - $10000 When they conspire to do an act described in paragraph (4) ,of crimes against public justice - conspiracy,2002,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_65,cal. pen. code § 182,$0 - $10000 When they conspire to do an act described in paragraph (4) ,of crimes against public justice - conspiracy,2011,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_66,cal. pen. code § 182,$0 - $10000 When they conspire to do any acts other than those described inparagraph (4),of crimes against public justice - conspiracy,1989,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_66,cal. pen. code § 182,$0 - $10000 When they conspire to do any acts other than those described inparagraph (4),of crimes against public justice - conspiracy,2001,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_66,cal. pen. code § 182,$0 - $10000 When they conspire to do any acts other than those described inparagraph (4),of crimes against public justice - conspiracy,2002,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_66,cal. pen. code § 182,$0 - $10000 When they conspire to do any acts other than those described inparagraph (4),of crimes against public justice - conspiracy,2011,,10000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_67,cal. pen. code § 182,"$0 - $25000 When they receive a felony conviction for conspiring to commit identity theft,as defined in Section 530.5",of crimes against public justice - conspiracy,1989,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_67,cal. pen. code § 182,"$0 - $25000 When they receive a felony conviction for conspiring to commit identity theft,as defined in Section 530.5",of crimes against public justice - conspiracy,2001,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_67,cal. pen. code § 182,"$0 - $25000 When they receive a felony conviction for conspiring to commit identity theft,as defined in Section 530.5",of crimes against public justice - conspiracy,2002,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_67,cal. pen. code § 182,"$0 - $25000 When they receive a felony conviction for conspiring to commit identity theft,as defined in Section 530.5",of crimes against public justice - conspiracy,2011,,25000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_68,cal. pen. code § 186.3,assets subject to forfeiture,of crimes against public justice - criminal profiteering,1982,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_69,cal. pen. code § 186.10(a),"$0 - $250000 Fine up to max of $250,000 or twice the value ofthe property transacted, whichever is greater",of crimes against public justice - money laundering,1991,,250000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_69,cal. pen. code § 186.10(a),"$0 - $250000 Fine up to max of $250,000 or twice the value ofthe property transacted, whichever is greater",of crimes against public justice - money laundering,1992,,250000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_69,cal. pen. code § 186.10(a),"$0 - $250000 Fine up to max of $250,000 or twice the value ofthe property transacted, whichever is greater",of crimes against public justice - money laundering,1994,,250000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_69,cal. pen. code § 186.10(a),"$0 - $250000 Fine up to max of $250,000 or twice the value ofthe property transacted, whichever is greater",of crimes against public justice - money laundering,1996,,250000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_69,cal. pen. code § 186.10(a),"$0 - $250000 Fine up to max of $250,000 or twice the value ofthe property transacted, whichever is greater",of crimes against public justice - money laundering,1997,,250000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_69,cal. pen. code § 186.10(a),"$0 - $250000 Fine up to max of $250,000 or twice the value ofthe property transacted, whichever is greater",of crimes against public justice - money laundering,2011,,250000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_70,cal. pen. code § 186.11(c),"$0 - $500000 Max of $500,000 or double the value of the taking, whichever isgreater",of crimes against public justice - fraud and embezzlement: victim restitution,1996,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_70,cal. pen. code § 186.11(c),"$0 - $500000 Max of $500,000 or double the value of the taking, whichever isgreater",of crimes against public justice - fraud and embezzlement: victim restitution,2001,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_70,cal. pen. code § 186.11(c),"$0 - $500000 Max of $500,000 or double the value of the taking, whichever isgreater",of crimes against public justice - fraud and embezzlement: victim restitution,2004,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_70,cal. pen. code § 186.11(c),"$0 - $500000 Max of $500,000 or double the value of the taking, whichever isgreater",of crimes against public justice - fraud and embezzlement: victim restitution,2007,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_70,cal. pen. code § 186.11(c),"$0 - $500000 Max of $500,000 or double the value of the taking, whichever isgreater",of crimes against public justice - fraud and embezzlement: victim restitution,2011,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_70,cal. pen. code § 186.11(c),"$0 - $500000 Max of $500,000 or double the value of the taking, whichever isgreater",of crimes against public justice - fraud and embezzlement: victim restitution,2016,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_70,cal. pen. code § 186.11(c),"$0 - $500000 Max of $500,000 or double the value of the taking, whichever isgreater",of crimes against public justice - fraud and embezzlement: victim restitution,2016,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_71,cal. pen. code § 186.11(c),"$0 - $100000 Max of $100,000 or double the value of the taking, whichever isgreater, if pattern of felony conduct involves taking of between $100,000-$500,000",of crimes against public justice - fraud and embezzlement: victim restitution,1996,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_71,cal. pen. code § 186.11(c),"$0 - $100000 Max of $100,000 or double the value of the taking, whichever isgreater, if pattern of felony conduct involves taking of between $100,000-$500,000",of crimes against public justice - fraud and embezzlement: victim restitution,2001,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_71,cal. pen. code § 186.11(c),"$0 - $100000 Max of $100,000 or double the value of the taking, whichever isgreater, if pattern of felony conduct involves taking of between $100,000-$500,000",of crimes against public justice - fraud and embezzlement: victim restitution,2004,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_71,cal. pen. code § 186.11(c),"$0 - $100000 Max of $100,000 or double the value of the taking, whichever isgreater, if pattern of felony conduct involves taking of between $100,000-$500,000",of crimes against public justice - fraud and embezzlement: victim restitution,2007,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_71,cal. pen. code § 186.11(c),"$0 - $100000 Max of $100,000 or double the value of the taking, whichever isgreater, if pattern of felony conduct involves taking of between $100,000-$500,000",of crimes against public justice - fraud and embezzlement: victim restitution,2011,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_71,cal. pen. code § 186.11(c),"$0 - $100000 Max of $100,000 or double the value of the taking, whichever isgreater, if pattern of felony conduct involves taking of between $100,000-$500,000",of crimes against public justice - fraud and embezzlement: victim restitution,2016,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_71,cal. pen. code § 186.11(c),"$0 - $100000 Max of $100,000 or double the value of the taking, whichever isgreater, if pattern of felony conduct involves taking of between $100,000-$500,000",of crimes against public justice - fraud and embezzlement: victim restitution,2016,,100000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_72,cal. pen. code § 186.11(h)(1)(b),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,1996,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_72,cal. pen. code § 186.11(h)(1)(b),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2001,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_72,cal. pen. code § 186.11(h)(1)(b),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2004,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_72,cal. pen. code § 186.11(h)(1)(b),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2007,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_72,cal. pen. code § 186.11(h)(1)(b),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2011,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_72,cal. pen. code § 186.11(h)(1)(b),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2016,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_72,cal. pen. code § 186.11(h)(1)(b),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2016,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_73,cal. pen. code § 186.12(f),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2011,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_73,cal. pen. code § 186.12(f),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2016,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_73,cal. pen. code § 186.12(f),full restitution to victim,of crimes against public justice - fraud and embezzlement: victim restitution,2016,,,,,,False,False,False,False,False,none
,Abdulsalam Omar Dreza,california,ca_74,cal. pen. code § 186.28,$0 - $1000,of crimes against public justice - street terrorism enforcement and prevention act,1992,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_74,cal. pen. code § 186.28,$0 - $1000,of crimes against public justice - street terrorism enforcement and prevention act,2011,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_75,cal. pen. code § 193.8(c),$0 - $1000,crimes against the person - homicide,1992,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_75,cal. pen. code § 193.8(c),$0 - $1000,crimes against the person - homicide,1996,,1000.0,,,,False,False,True,False,True,range
,Abdulsalam Omar Dreza,california,ca_75,cal. pen. code § 193.8(c),$0 - $1000,crimes against the person - homicide,2007,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_26,cal. pen. code § 115.25,$0 - $10000,"of crimes against public justice - forging, stealing, mutilating, and falsifying judicial and public records and documents",1992,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_27,cal. pen. code § 115.5,$0 - $75000,"of crimes against public justice - forging, stealing, mutilating, and falsifying judicial and public records and documents",1984,,75000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_28,cal. pen. code § 131,$0 - $25000,of crimes against public justice - perjury and subornation of perjury,2003,,25000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_29,cal. pen. code § 132.5,$0 - $1000 any compensation received in violation of this section shall be forfeited bythe defendant and deposited in the Victim Restitution Fund,"of crimes against public justice - falsifying evidence, and bribing, influencing, intimidating or threatening witnesses",1994,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_30,cal. pen. code § 132.5,All money collected goes to fund,"of crimes against public justice - falsifying evidence, and bribing, influencing, intimidating or threatening witnesses",2002,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_31,cal. pen. code § 132.5,All money collected goes to fund,"of crimes against public justice - falsifying evidence, and bribing, influencing, intimidating or threatening witnesses",2003,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1957,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1970,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1976,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1977,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1979,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1983,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,1984,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,2002,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_32,cal. pen. code § 142,$0 - $10000,of crimes against public justice - other offenses against public justice,2011,,10000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_33,cal. pen. code § 146a(a),$0 - $2500,of crimes against public justice - other offenses against public justice,1929,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_33,cal. pen. code § 146a(a),$0 - $2500,of crimes against public justice - other offenses against public justice,1931,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_33,cal. pen. code § 146a(a),$0 - $2500,of crimes against public justice - other offenses against public justice,1976,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_33,cal. pen. code § 146a(a),$0 - $2500,of crimes against public justice - other offenses against public justice,1990,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_33,cal. pen. code § 146a(a),$0 - $2500,of crimes against public justice - other offenses against public justice,1993,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_33,cal. pen. code § 146a(a),$0 - $2500,of crimes against public justice - other offenses against public justice,2011,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_34,cal. pen. code § 146a(b),$0 - $2500,of crimes against public justice - other offenses against public justice,1929,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_34,cal. pen. code § 146a(b),$0 - $2500,of crimes against public justice - other offenses against public justice,1931,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_34,cal. pen. code § 146a(b),$0 - $2500,of crimes against public justice - other offenses against public justice,1976,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_34,cal. pen. code § 146a(b),$0 - $2500,of crimes against public justice - other offenses against public justice,1990,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_34,cal. pen. code § 146a(b),$0 - $2500,of crimes against public justice - other offenses against public justice,1993,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_34,cal. pen. code § 146a(b),$0 - $2500,of crimes against public justice - other offenses against public justice,2011,,2500.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_35,cal. pen. code § 146g(a),$0 - $1000,of crimes against public justice - other offenses against public justice,2007,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_36,cal. pen. code § 146g(b),$0 - $1000,of crimes against public justice - other offenses against public justice,2007,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_37,cal. pen. code § 146g(c),$0 - $1000,of crimes against public justice - other offenses against public justice,2007,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_38,cal. pen. code § 147,$0 - $4000,of crimes against public justice - other offenses against public justice,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_38,cal. pen. code § 147,$0 - $4000,of crimes against public justice - other offenses against public justice,1983,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_38,cal. pen. code § 147,$0 - $4000,of crimes against public justice - other offenses against public justice,1983,,4000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_38,cal. pen. code § 147,$0 - $4000,of crimes against public justice - other offenses against public justice,1984,,4000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1872,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1957,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1983,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1987,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1989,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1990,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1997,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,1999,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,2011,,,,,,False,False,False,False,False,none
,Clark J. Griffin,california,ca_39,cal. pen. code § 148(a)(1),$0 - $1000,of crimes against public justice - other offenses against public justice,2015,,1000.0,,,,False,False,True,False,True,range
,Clark J. Griffin,california,ca_40,cal. pen. code § 148(a)(2),$0 - $1000,of crimes against public justice - other offenses against public justice,1872,,,,,,False,False,False,False,False,none
