data_collector,state,statute_id,statute_name,estimated_amount,penalty_type,year,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,notes,unnamed:_12,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
,Delaware,de_23,"ann. tit. 21, § 702",$25 - $100 for first offense: between 25 and 50. for each subsequent offense: between 50 and 100.,failure to answer summons; penalty,1955.0,,,,25 - 100 for first offense: between 25 and 50. for each subsequent offense: between 50 and 100.,"""(c) The Revisors shall gender neutralize or otherwise insure 
that a solely masculine or feminine designation never occurs 
unless it could only apply to one gender.""", ,False,False,False,False,False,none
,Delaware,de_23,"ann. tit. 21, § 702",no information,failure to answer summons; penalty,1953.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_24,"ann. tit. 10, § 8903",$2 - $0 and 3 cents per mile,witnesses,1995.0,,,,$2 - $0 and 3 cents per mile,"""(c) The Revisors shall gender neutralize or otherwise
 insure that a solely masculine or feminine designation 
never occurs unless it could only apply to one gender.""", ,False,False,False,False,False,none
,Delaware,de_24,"ann. tit. 10, § 8903",$2 - $0 and 3 cents per mile,witnesses,1953.0,,,,$2 - $0 and 3 cents per mile,, ,False,False,False,False,False,none
,Delaware,de_24,"ann. tit. 10, § 8903",$2 - $0 and 3 cents per mile,witnesses,1935.0,,,,$2 - $0 and 3 cents per mile,, ,False,False,False,False,False,none
,Delaware,de_25,"ann. tit. 10, § 8904",$1 - $0 1.00 dollars plus three cents per mile going and returning.,witnesses; court of common pleas for kent county,2020.0,,,,$1 - $0 1.00 dollars plus three cents per mile going and returning.,, ,False,False,False,False,False,none
,Delaware,de_25,"ann. tit. 10, § 8904",$1 - $0 1.00 dollars plus three cents per mile going and returning.,witnesses; court of common pleas for kent county,1953.0,,,,$1 - $0 1.00 dollars plus three cents per mile going and returning.,, ,False,False,False,False,False,none
,Delaware,de_25,"ann. tit. 10, § 8904",$1 - $0 1.00 dollars plus three cents per mile going and returning.,witnesses; court of common pleas for kent county,1935.0,,,,$1 - $0 1.00 dollars plus three cents per mile going and returning.,, ,False,False,False,False,False,none
,Delaware,de_26,"ann. tit. 10, § 8906",shall be fixed by the court,expert witnesses,1997.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_26,"ann. tit. 10, § 8906",$0 - $50,expert witnesses,1995.0,0.0,50.0,,,, ,False,False,True,False,True,range
,Delaware,de_26,"ann. tit. 10, § 8906",,expert witnesses,1953.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_26,"ann. tit. 10, § 8906",,expert witnesses,1935.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_26,"ann. tit. 10, § 8906",shall be fixed by the court,expert witnesses,1915.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_27,"ann. tit. 10, § 9701",cost of mileage varies depending on county,sheriffs and new castle county constables,2020.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_27,"ann. tit. 10, § 9701",cost of mileage varies depending on county,sheriffs and new castle county constables,1995.0,,,,,"""(c) The Revisors shall gender neutralize or otherwise insure
 that a solely masculine or feminine designation never occurs 
unless it could only apply to one gender.""", ,False,False,False,False,False,none
,Delaware,de_27,"ann. tit. 10, § 9701",cost of mileage varies depending on county,sheriffs and new castle county constables,1953.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_27,"ann. tit. 10, § 9701",cost of mileage varies depending on county,sheriffs and new castle county constables,1935.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_27,"ann. tit. 10, § 9701",cost of mileage varies depending on county,sheriffs and new castle county constables,1915.0,,,,,, ,False,False,False,False,False,none
,Delaware,de_28,"del. code ann. tit. 10, § 9701",$0.50 - $1,sheriffs and new castle county constables,1995.0,,,,,"duplicate 24 Del. Laws, c. 248; Code 1915, § 4059; 32 Del. Laws, c. 212; Code 1935, § 4540; 47 Del. Laws, c. 272, § 1; 10 Del. C. 1953, § 9704;", ,False,False,False,False,False,none
,Delaware,de_28,"del. code ann. tit. 10, § 9701_1",$0.50 - $1,sheriffs and new castle county constables,1995.0,,,,,"Section 1. Amend Section 211, Title 1, Delaware Code by inserting at the end thereof the following: ""(c) The Revisors shall gender neutralize or otherwise insure that a solely masculine or feminine designation never occurs unless it could only apply to one gender.""", ,False,False,False,False,False,none
,Delaware,de_28,"del. code ann. tit. 10, § 9701_2",$0.50 - $1,sheriffs and new castle county constables,1995.0,,,,,"Section 2. The provisions of this Act shall encompass all legislation enacted on or after January 10, 1995.", ,False,False,False,False,False,none
,Delaware,de_29,"del. code ann. tit. 10, § 9702",1,kent county constables,2001.0,,,,,"duplicate 24 Del. Laws, c. 248; Code 1915, § 4059; 38 Del. Laws, c. 80; Code 1935, § 4540; 47 Del. Laws, c. 272, § 2; 10 Del. C. 1953, § 9705;", ,False,False,False,False,False,none
,Delaware,de_29,"del. code ann. tit. 10, § 9702_1",1,kent county constables,2001.0,,,,,"Section 1. Amend Section 5117, Title 10 of the Delaware Codeby striking all references to ""bastardy"" contained in the title and the body thereof and by inserting in lieu thereof ""parentage"".", ,False,False,False,False,False,none
,Delaware,de_29,"del. code ann. tit. 10, § 9702_2",1,kent county constables,2001.0,,,,,"Section 2. Amend Section 9702 and Section 9703, Title 10, Delaware Code by deleting ""for bastardy"" as it appears in each section and by inserting in lieu thereof each time ""a parentage proceeding"".", ,False,False,False,False,False,none
,Delaware,de_29,"del. code ann. tit. 10, § 9702_3",1,kent county constables,2001.0,,,,,"Section 3. Amend Section 9702 and Section 9703, Title 10, Delaware Code by deleting ""bastardy case"" as it appears in each section and by inserting in lieu thereof each time ""parentage proceeding"".", ,False,False,False,False,False,none
,Delaware,de_29,"del. code ann. tit. 10, § 9702_4",1,kent county constables,2001.0,,,,,Section 4. This bill shall take effect immediately upon enactment into law., ,False,False,False,False,False,none
,Delaware,de_30,"del. code ann. tit. 10, § 9702",$0 - $6 cost of service plus cost of mileage,kent county constables,2001.0,,,,,duplicate, ,False,False,False,False,False,none
,Delaware,de_31,"del. code ann. tit. 10, § 9702",$0 - $7.75 cost of services,kent county constables,2001.0,,,,,"duplicate 24 Del. Laws, c. 248; Code 1915, § 4059; 38 Del. Laws, c. 80; Code 1935, § 4540; 47 Del. Laws, c. 272, § 2; 10 Del. C. 1953, § 9705; §§ 2, 3.", ,False,False,False,False,False,none
,Delaware,de_31,"del. code ann. tit. 10, § 9702",$0 - $7.75 cost of services,kent county constables,2001.0,,,,,AN ACT TO AMEND TITLE 10 OF THE DELAWARE CODE RELATING TO REFERENCES TO NON-MARITAL CHILDREN., ,False,False,False,False,False,none
,Delaware,de_32,"ann. tit. 10, § 9702",$0 - $13.50 cost of service plus cost of mileage,kent county constables,2001.0,,,,,"24 Del. Laws, c. 248; Code 1915, § 4059; 38 Del. Laws, c. 80; Code 1935, § 4540; 47 Del. Laws, c. 272, § 2; 10 Del. C. 1953, § 9705;", ,False,False,False,False,False,none
,Delaware,de_32,"ann. tit. 10, § 9702",$0 - $13.50 cost of service plus cost of mileage,kent county constables,2001.0,,,,,"duplicate Section 1. Amend Section 5117, Title 10 of the Delaware Codeby striking all references to ""bastardy"" contained in the title and the body thereof and by inserting in lieu thereof ""parentage"".", ,False,False,False,False,False,none
,Delaware,de_33,"ann. tit. 10, § 9703",$0 - $13 cost of service plus cost of mileage,sussex county constables,2001.0,,,,,"61 Del. Laws, c. 164, § 1;", ,False,False,False,False,False,none
,Delaware,de_33,"ann. tit. 10, § 9703_1",$0 - $13 cost of service plus cost of mileage,sussex county constables,1989.0,,,,,"Section 1. The several amounts named in this Act, or such part thereof as may be necessary and essential to the proper conduct of the business of the agencies named herein, during the Fiscal Year ending June 30, 1990, are hereby appropriated and authorized to be paid out of the Treasury of the State by the respective departments and divisions of State Government, and other specified spending agencies, subject to the limitations of this Act and to the provisions of Part VI, Title 29, Delaware Code, as amended or qualified by this Act, all other provisions of the Delaware Code notwithstanding. All parts or portions of the several sums appropriated by this Act which, on the first day of July 1990, shall not have been paid out of the State Treasury, shall revert to the General Fund, provided; however, that no funds shall revert which are encumbered pursuant to Section 6521, Title 29, Delaware Code.", ,False,False,False,False,False,none
,Delaware,de_34,"del. code ann. tit. 10, § 9703",$0 - $7.75 cost of service,sussex county constables,2001.0,,,,,"24 Del. Laws, c. 248; Code 1915, § 4059; 38 Del. Laws, c. 80; Code 1935, § 4540; 47 Del. Laws, c. 272, § 2; 10 Del. C. 1953, § 9706;", ,False,False,False,False,False,none
,Delaware,de_34,"del. code ann. tit. 10, § 9703",$0 - $7.75 cost of service,sussex county constables,2001.0,,,,,AN ACT TO AMEND TITLE 10 OF THE DELAWARE CODE RELATING TO REFERENCES TO NON-MARITAL CHILDREN., ,False,False,False,False,False,none
,Delaware,de_35,"del. code ann. tit. 10, § 9703",$0 - $13 cost of service plus cost of mileage,sussex county constables,2001.0,,,,,"duplicate 24 Del. Laws, c. 248; Code 1915, § 4059; 38 Del. Laws, c. 80; Code 1935, § 4540; 47 Del. Laws, c. 272, § 2; 10 Del. C. 1953, § 9706;", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101",all the costs,"payment of fines, costs and restitution upon conviction",1995.0,,,,,"Code 1852, §§ 2939-2941; Code 1915, § 4816; Code 1935, § 5304; 11 Del. C. 1953, § 4101; 57 Del. Laws, c. 508, §§ 1, 2; 63 Del. Laws, c. 140, § 1; 63 Del. Laws, c. 141, § 6;", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(d)",all the costs,"payment of fines, costs and restitution upon conviction",1995.0,,,1.0,,"Section 1. Amend. Chapter 41, Title 11 of the Delaware Code by adding subsection (d) to Section 4101 as follows: ""(d) In addition to, and at the same time as, any fine, penalty or forfeiture is assessed to any criminal defendant or any child adjudicated delinquent, there shall be levied an additional penalty of one dollar ($ 1.00) imposed and collected by the courts for crimes or offenses as defined in Section 233 of this title. When a fine, penalty or forfeiture is suspended, in whole or in part, the penalty assessment shall not be suspended.", ,False,False,False,True,True,fixed
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"Section 1. Amend Chapter 59, Title 11 of the Delaware Code by adding a new Section 5910 as follows: ""Section 5910. Use of Audiovisual Devices. Anything else in this or any other chapter or title notwithstanding, those proceedings specified by court rule may be conducted by audiovisual device. Audiovisual monitors shall be situated in the courtroom and at the location where the defendant is physically located so as to provide the public, the court, and the defendant with a view of the proceedings. Such court proceedings may be conducted by a justice of the Peace Court in the same or another county from that in which the defendant is physically located.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_2",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"Section 2. Amend Section 4101, Title 11 of the Delaware Code by adding subsection (d)(3) as follows: (3) The courts may expunge the record of any videophone assessment which remains uncollected for a period in excess of 3 years.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_3",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"Section 3. (1) Amend Section 703, Title 21 by renumbering subsections '(d)', '(e)', and '(f)', as '(e)', '(f)', and '(g)' respectively and adding a new subsection (d) as follows: (d) Anything else in this or any other chapter or title notwithstanding, those proceedings in the Justice of the Peace Courts specified by court rule may be conducted by audiovisual device. Audiovisual monitors shall be situated in the courtroom and where the defendant is present so as to provide the public, the court, and the defendant with a view of the proceedings. Such proceedings may be conducted by a Justice of the Peace Court in the same or another county from that in which the defendant is physically located.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_1(b)",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"ection 1. Amend subsection (b) of Section 4101 of Title 11 of the Delaware Code by inserting after the words ""within the discretion of the court."" at the end of this said paragraph: ""If the court imposing any sentence to pay a fine, costs, restitution or all 3 has no civil docket for the entry of a judgment, then such court may immediately transfer such judgment to the civil judgment docket of an appropriate court, as shall be determined by the court imposing such sentence.""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_2(a)(1)",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"Section 2. Amend subparagraph (a)(1) f of Section 2901 of title 25 of the Delaware Code by deleting the balance of said paragraph in its entirety after the word ""expenditure"" and inserting in lieu there the punctuation "";"" after the word ""expenditure"".", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_3(a)(1)",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"Section 3. Amend subparagraph (a)(1) g of Section 2901 of Title 25 of the Delaware Code by deleting the word ""and"" at the end of said paragraph.", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(a)(1)",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"Section 4. Amend subsection (a)(1) h of Section 2901 of Title 25 of the Delaware Code by deleting the punctuation ""."" after the last word ""thereon"" in said paragraph and inserting the punctuation and word ""; and""", ,False,False,False,False,False,none
,Delaware,de_36,"del. code ann. tit. 11, § 4101_4(a)(1)",all the costs,"payment of fines, costs and restitution upon conviction",1997.0,,,,,"Section 5. Amend subparagraph (a)(1) of Section 2901 of Title 25 of the Delaware Code by adding a new subparagraph ""i"" to read as follows:", ,False,False,False,False,False,none
